X_1,X_2
0.674362469,-0.444625134
1.547129261,-0.239795895
1.601929648,-0.230792094
0.014562762,0.449752491
1.503475695,-0.38916414
1.355112387,-0.497306084
0.776592682,-0.396809979
0.797612208,-0.462622814
0.105954428,-0.046740292
0.530579745,0.805820137
0.232618885,-0.10636811
-0.822827349,0.778225803
1.498221074,-0.427317258
0.961484918,0.307884784
0.929085597,0.446479981
0.590513965,-0.419879215
-0.992806939,0.288738657
-0.477840822,0.856315824
1.019080685,-0.505331515
0.255238794,-0.198136164
1.292213172,-0.499065924
1.77563396,-0.089000962
0.539648295,-0.375007698
0.722907076,0.605232524
-0.847187025,0.463463155
-0.853660849,0.452579798
0.988986874,0.066478961
0.561613827,-0.378583145
-0.888362171,0.323010431
0.321864056,0.900494772
1.460981605,-0.467165231
-0.592362947,0.892243951
0.920540216,-0.356013428
0.293004577,0.958698415
0.345041977,-0.190410592
0.028349952,0.261229799
1.008884193,0.100110152
1.229932549,-0.515091768
1.850882876,-0.030364002
-0.219388436,0.988885065
0.716217278,0.706052704
0.655559891,-0.376162279
0.919946055,0.49662222
1.592661188,-0.427340462
-0.182444909,0.963685545
-0.955152864,0.516206054
0.007547136,0.379311988
0.343030422,-0.272691216
1.193287986,-0.444659636
0.835782097,-0.515730125
0.46816532,0.903453153
0.642423236,0.763823944
-1.081574543,0.144363927
0.488574448,-0.325096715
0.104036052,0.975622196
0.926346707,0.21810519
0.223840824,-0.111376388
1.897398216,0.058180708
-0.032180435,1.06417077
1.74194096,-0.215321698
0.635388949,0.892042904
0.269464966,-0.25100776
0.98336382,-0.068018996
1.488516417,-0.363858762
0.873687399,-0.569689714
-0.868662326,0.327833553
0.985076724,0.307981248
0.063823637,0.18229651
0.475796916,0.892767541
0.002604409,0.322415901
1.898987985,0.201296339
0.569562094,0.765881199
0.509698331,-0.346401539
1.266078349,-0.398839503
0.619738982,0.820335254
0.86898219,0.440341336
1.380412627,-0.34598594
0.150899452,0.97220533
0.015677061,0.191374468
-0.36429943,1.001905836
0.195126495,0.896613223
0.090440929,0.07527616
0.121394848,0.076112932
-0.219835933,0.992638232
-0.252212485,1.038274182
1.291082314,-0.478011787
0.35452831,0.948042581
1.736872924,-0.181266544
1.972651917,0.257919569
0.879285721,0.35612327
-0.727049033,0.716499576
0.504061795,-0.381283507
-0.945051686,0.294559068
-0.684282302,0.720309622
-0.979763267,0.056855671
0.052902554,0.207272555
0.949224592,0.459866884
0.754258389,0.62066314
0.901664612,-0.456868694
0.539072559,-0.412344177
1.955388512,0.287955008
0.259687532,0.90583441
0.999977005,-0.01202707
0.892751509,0.532469688
1.51298604,-0.325383626
-0.925144009,0.183088116
1.84087618,0.102701259
0.760695951,0.588922745
1.747320536,-0.130136128
0.952372072,0.368906012
1.524984137,-0.36450151
-0.043135705,0.93283191
1.330971473,-0.473346659
0.08184522,1.004430391
1.021288516,0.236581034
-0.879235468,0.48599152
0.957843384,0.279505942
0.081159355,0.000303861
0.66591784,-0.495854219
1.016504324,0.07641109
0.789220222,0.687608742
0.820194846,0.646373402
0.939804708,0.453930701
0.703574402,0.577532456
0.915915423,-0.590472722
0.010133447,0.98612546
1.317636968,-0.437896353
0.041426794,1.02406312
0.189812769,0.879235268
1.922120275,0.110991368
0.54965073,0.795059171
1.718633106,-0.181997449
-0.758596931,0.603497212
-0.872338619,0.467239999
0.854893855,0.56763783
1.584849244,-0.369804659
1.88750925,0.047971818
0.662846427,-0.435856886
1.22999848,-0.490086452
-0.656546753,0.665364975
0.239161602,0.997768135
0.528308997,-0.372146594
0.799458018,0.532772925
1.026236385,0.186957316
0.250263969,-0.182086121
-0.849945395,0.570726316
-0.904368482,0.354575492
1.585438343,-0.29175317
0.8992311,-0.541739211
-0.405752106,0.820946925
0.04482035,0.160101494
-0.264086892,0.955186046
1.223561232,-0.527245205
0.172044496,-0.078659248
1.570508473,-0.3953895
-0.06534387,0.368825798
0.323685789,-0.299298773
1.909214822,-0.040440481
0.880156324,0.157953912
0.938431068,0.089539475
-0.957906578,0.521868729
0.202009552,-0.145146543
0.753090934,0.72330188
-0.903417069,0.05146176
0.067009395,0.049672021
0.838771671,-0.528567565
1.919615029,0.070924663
-0.784252867,0.536187204
1.664349549,-0.348284987
-0.426524249,0.918646052
-0.975637175,0.210513901
-0.508376121,0.946604531
0.057990117,1.034395396
-0.35110366,1.032154719
-0.592187938,0.839771719
-0.820542208,0.44636882
1.087050182,-0.56746182
0.176040539,0.168790748
2.009833943,0.327030665
1.263696231,-0.395788021
0.231335974,-0.189490812
1.85788797,0.071227458
0.19650966,0.136146704
0.002475286,0.19202044
1.382303002,-0.487642421
-0.437992207,0.870775094
0.218753694,0.044883999
-0.033683009,0.415330189
-0.893719632,0.652584287
1.834888597,0.332649453
0.821346426,0.551337896
0.410961824,-0.300481623
1.386872538,-0.548689282
0.812047633,-0.43927241
1.357738243,-0.527371594
0.661677448,0.805715119
0.829661287,0.393318968
-0.850792672,0.535144471
0.036983248,0.195169109
0.084519158,0.093667006
0.721966599,0.71687945
0.106409357,-0.017442969
0.990368868,-0.47015017
-0.955776707,0.2718072
0.860008547,0.336896096
0.52603519,0.84230765
1.491794307,-0.39310919
0.298501208,-0.155817755
0.517837521,0.913183776
0.30182885,-0.187548889
0.112221,1.007077909
1.989496508,0.101949153
-1.013879051,0.036037207
0.078863137,0.365358572
0.448822436,0.837418494
-0.920603724,0.371156592
0.225060497,0.995989168
-0.621997704,0.741143308
1.092124867,-0.459041936
0.230038695,0.955751067
0.960485294,0.285296821
-0.868058724,0.485225607
0.747567921,-0.488698837
0.870927171,-0.533409852
0.861993004,0.558792412
0.045080723,0.142636516
-1.007246618,-0.05185513
0.968588238,-0.422844696
-0.980992307,0.044824815
1.469885708,-0.367442565
1.25413932,-0.52256093
0.132123911,0.131825566
-0.46639119,0.894528297
0.702250527,0.702002148
0.414977507,-0.270920288
0.488684201,-0.344413214
-0.01612992,0.436578426
0.108805353,0.955370312
0.709869215,0.616465961
1.933757631,0.177181358
0.442923393,0.852571252
-1.005669092,0.383430897
-0.613763995,0.811456158
-0.049163954,1.000913772
-0.216923415,0.970014571
-1.045432684,0.231252172
1.12043353,-0.501538159
0.835089145,-0.440155147
-0.965264423,0.108805969
1.932649435,0.321513798
-0.197678831,1.073323749
0.652846577,0.545076198
-0.859693081,0.480813269
1.031308025,0.100127266
-0.0358587,1.003421302
1.967980729,0.296310449
0.368332068,-0.203196106
0.625686816,-0.550936015
0.947603344,0.039658064
1.772428577,-0.135874436
-0.803747025,0.640390862
0.817357856,-0.486397586
1.90732728,0.123259522
1.71123628,-0.224553964
0.94244708,0.222487264
1.00470272,0.24639676
1.836800526,-0.023254858
0.125655566,0.021333434
0.977301711,0.156684986
0.018137063,0.257467904
0.220175992,1.028317398
2.050256678,0.322997545
-0.965728563,0.336493912
0.023445709,0.505921683
1.631946352,-0.310371172
0.113631595,0.113507679
0.591135711,0.749879382
1.947080555,0.446778801
1.05506513,-0.482688771
0.038956049,0.996442049
1.010682115,0.093922804
0.448991931,0.887101659
1.477389087,-0.457107096
0.959095007,0.279260664
-0.701713138,0.68706635
1.947213777,0.382218421
1.648067248,-0.238083814
0.381908452,0.978333588
-0.354086045,0.947938763
-0.017390704,1.093637215
-0.652033773,0.802540695
0.071261215,0.012602454
1.116552601,-0.477263088
1.908580949,-0.026916636
0.021762215,0.994734685
0.799146457,-0.425933653
-0.417720897,0.851107268
0.155797772,-0.097802458
1.039150445,0.133304311
-0.33311479,0.802890212
1.007741444,0.25513481
1.087851836,-0.561370184
-0.866362919,0.550417521
-0.988645933,0.219728382
1.237481019,-0.536009884
-0.488219536,0.91437304
-0.886378768,0.414232743
-0.045568352,0.395223994
0.150026278,-0.010525155
0.905266759,0.485159472
0.188761028,0.072060674
0.145040272,1.013322018
-0.997862349,-0.020022148
0.631931927,-0.382482269
-0.03345534,0.391634896
0.063390235,0.388887739
0.520921223,-0.39686183
0.743787948,0.770265217
-0.866502232,0.156525901
1.965506209,0.20008353
1.729460874,-0.203609862
1.667892763,-0.238599791
-0.003508477,0.515131227
0.303162004,0.940446898
0.734230656,-0.486837215
1.008125895,0.158197306
-0.664459404,0.756660406
-0.035763706,0.391844014
0.698729613,0.692351958
1.133359267,-0.496659042
0.710222423,0.688485075
1.468285869,-0.50454035
0.758190632,-0.489116854
-0.595125294,0.847024873
-0.014655263,0.985353834
-0.33108115,0.939458569
2.014515967,0.394319146
-0.948984041,0.204713151
0.684694348,0.71142617
0.285989393,-0.227727543
0.342802273,0.886742552
-0.954151556,0.200553118
0.996261528,0.206819894
0.907207319,0.527117832
-0.81811105,0.651750182
0.052842667,-0.031148491
1.89251463,0.042761092
1.581688642,-0.318703256
0.182842395,0.023225537
0.864215623,0.609372721
0.945767816,0.26961472
0.744967797,0.722935821
1.680157266,-0.174294721
1.839921276,0.042575564
0.72728335,-0.420315713
0.353120246,0.990547102
-0.444664897,0.876506851
0.086702707,0.129487792
1.96482494,0.306354021
-0.529642154,0.81598222
1.589042272,-0.250412335
0.035511798,0.33948832
0.896628711,-0.54615378
1.571081399,-0.340856741
1.12742892,-0.446259752
0.9108798,0.522703383
-0.100466386,1.007059145
1.023913972,0.286049154
0.800398781,0.486935671
-0.976317839,0.295988216
0.346319484,-0.168906334
0.660495678,0.772859525
0.939219884,0.457773673
-0.938659161,0.321551389
0.035753399,0.375102894
0.125986249,0.385430474
0.098458389,0.22728645
0.857401197,0.586536225
0.198528195,-0.124437312
0.095459161,0.990855744
0.835327744,0.541261927
1.054125522,0.079589929
0.28328933,-0.092910258
0.837164565,0.45389754
0.387282143,0.909406307
-0.910417351,0.356527198
0.844785169,0.612426065
2.066542126,0.499208675
-1.02061129,0.138632416
-0.536622466,0.847872352
1.344952609,-0.340372721
0.363917917,-0.258447367
1.648710812,-0.348550377
0.83236204,0.685524059
0.040679331,0.330322529
-0.835435284,0.512670295
2.00133665,0.20480046
1.154251865,-0.514714067
2.058721054,0.302736118
0.492927044,0.822585572
-0.028973208,0.990782808
0.087826395,0.943458286
-0.31764898,0.927193648
1.972233537,0.426980252
0.838366937,-0.454235978
2.002555234,0.257484142
1.328678531,-0.486320869
-0.626724419,0.790534053
1.039117186,-0.403712733
1.05951023,0.020446618
-0.61886856,0.750291923
0.961530543,-0.50564334
1.761920816,-0.107247527
1.087332032,-0.446811333
-0.259544974,0.921911789
-0.008300936,0.242217384
0.218341649,0.040340844
0.802207812,0.5073028
0.117667552,0.080607447
1.725758744,-0.194286094
0.058857084,0.015955165
0.218929112,-0.210720435
0.517312182,-0.414679217
1.871510785,-0.072142662
-0.486913338,0.835358309
-0.336064123,0.886830911
-0.012381339,0.422273724
0.956404609,0.118630265
-0.669234627,0.683005524
0.505517807,0.93349906
1.918243561,0.013704362
-0.963554792,0.271212848
-1.112339496,0.079337229
1.992923601,0.214613621
0.844915151,0.498441398
1.671889457,-0.221460722
0.050420578,0.265871244
1.205106645,-0.429948829
1.824416604,-0.053313054
1.758742811,-0.061787252
1.005628745,0.096188666
0.199719071,0.942682317
-1.011002726,0.226763965
-0.08615705,0.455149338
1.764847823,-0.206520058
-0.024566317,0.41798272
-0.12728604,0.939966163
0.64913568,-0.431156568
1.631706191,-0.307768299
-0.513597691,0.863341133
-1.076834289,0.017082886
-0.506681175,0.896955773
0.872708843,0.427330993
0.68298278,-0.456308223
0.783865015,-0.46218012
0.419653764,0.884857491
1.87233759,0.11438792
0.420849217,-0.213678176
1.173627774,-0.521443669
0.967443055,0.106409006
0.247871644,1.018204079
-0.045016613,0.214996492
0.861816562,0.465434044
0.336992838,0.875607927
0.133475522,0.268819706
0.427040524,-0.300444727
0.984691899,-0.581767758
0.405542885,-0.345057001
-0.988778195,0.095836048
1.047218215,-0.414540925
-0.669122409,0.662900489
1.766806985,-0.136690248
0.16024747,-0.207167075
1.094739549,-0.479761448
1.878028869,0.308358619
0.313909614,-0.108578395
1.006304866,-0.540576721
-0.912554452,0.314319665
-0.630083457,0.830303111
0.503568972,-0.299728984
0.223384798,0.970434471
1.901393531,0.180039077
0.268562428,0.942623375
-0.8222564,0.596579079
0.185755142,-0.092128426
0.282673261,-0.173353771
0.090995644,0.042296067
-0.549059573,0.813000647
0.442739743,0.804209582
-0.620524323,0.786369346
-0.85202574,0.482659218
0.902946741,0.171730754
1.755465723,-0.029679689
-0.782620733,0.652833381
-0.050061938,0.99752016
0.906980034,-0.511265292
-1.001980894,0.051412674
-0.057987164,1.001353461
-0.012867457,0.396613754
0.950550702,0.115872337
1.327951078,-0.469990979
0.226401031,-0.21183758
0.447857075,0.898017164
0.187957037,0.988196168
0.808514634,-0.509188035
1.017255551,-0.432067129
0.634179643,0.880371619
1.418914083,-0.497304831
1.997847941,0.118527873
-0.57082116,0.775963353
-0.38658865,0.995671393
0.399004043,0.998276615
-0.613769439,0.736620879
1.696087604,-0.280471462
-0.231155481,1.086798201
1.968580849,0.136218225
1.170443764,-0.514420213
0.127022836,0.085844474
1.871208899,0.009201831
0.060325063,0.416374572
0.54108931,-0.453437541
-0.730827474,0.728646483
1.770295556,-0.158119931
0.897562145,0.380615936
-1.001810686,0.33513219
0.740931859,-0.44299771
-0.03390363,1.043809934
0.486508806,0.85994192
0.338442012,0.868095459
0.381485082,-0.13754451
0.200296126,0.914322235
-0.813803911,0.618736095
1.246855566,-0.384781396
0.914267676,0.306081006
1.965408882,0.190341202
-0.49928471,0.821300429
-0.568566878,0.739660151
0.716467296,0.605437865
0.395501756,0.948395356
0.537210999,0.818363845
0.532747768,-0.340884576
-0.29540954,0.905245833
1.922194228,0.185048121
0.23784564,-0.000639988
1.300159978,-0.475026831
1.999406137,0.471677716
1.378094853,-0.447193696
0.261232204,-0.130448051
1.815578928,-0.143450725
0.402504334,0.848337673
0.264521776,-0.128460474
-0.72150413,0.717751112
1.373938183,-0.403926863
1.692804845,-0.227306108
0.712527551,-0.422710494
1.720826909,-0.202350636
0.561028672,-0.43539607
0.891881659,0.591821998
0.397759193,-0.337042615
1.380775281,-0.353657939
0.573589501,0.848224908
-0.009049501,1.022822975
0.502575576,-0.462215344
-0.396873693,0.862655866
2.055362793,0.434704161
0.266342783,1.019656116
2.003659981,0.242455861
0.190492765,-0.040617877
-0.743190554,0.59775085
-0.999870774,0.009993396
-0.937004606,0.325583022
0.312153835,0.99775414
0.966544935,-0.472578293
0.441243163,0.917971746
-1.099954597,0.165844471
2.017690842,0.300684623
1.482360311,-0.420659113
0.001594259,0.367710159
0.985751416,0.292150151
2.057552255,0.362975603
0.032050418,0.974875381
-0.801196217,0.616178675
0.819107326,0.552910785
0.686042461,0.793336123
0.065193211,0.440202891
0.004364495,0.107984045
-0.332206365,1.022861989
1.938613376,0.358360653
0.476878715,-0.352740011
1.915187964,0.147580773
-0.031700498,0.302845298
-0.264940324,1.060361299
-0.031141234,0.135003448
0.967757268,0.329716027
0.991609385,0.160487951
-0.944769853,0.389674047
1.171229925,-0.478293037
-0.245972445,1.007312816
1.103684017,0.041944146
0.738269734,0.582483558
0.288572952,-0.29131488
-0.172771045,0.987950512
0.940827563,0.527041664
0.117439737,-0.006915864
0.148118575,-0.154121859
1.918988417,0.112992457
0.710316558,0.741230093
-0.020141439,0.992594761
0.483567542,-0.345072139
-0.970639259,0.412317699
0.974801079,-0.478404431
-0.744516216,0.735221901
1.340105008,-0.360264543
1.900396596,0.176208155
-0.774478734,0.556329021
-1.05472069,0.067615075
0.575426264,0.923049382
0.169828,1.009678546
-0.961187245,0.105757973
1.828461382,-0.106010286
0.821770587,0.457882113
-0.994025985,0.237936834
-0.990607624,0.363068698
1.670238653,-0.275091123
0.013534186,0.155121336
0.257992637,0.910310798
1.003017607,0.27670428
1.342293593,-0.447523913
0.858970847,-0.479495553
-0.132142664,1.060976846
0.604314679,0.812997902
1.638333306,-0.352017162
-0.38014504,0.899208539
1.696549261,-0.252269011
0.368280986,-0.248227878
-0.908896163,0.525569814
1.780985775,-0.151536699
-0.944689969,0.178548454
-0.830284888,0.578448945
0.588078877,-0.450123144
1.771853296,-0.016202455
0.884504492,-0.491029064
1.235852726,-0.499466082
-0.518718955,0.865441328
-0.933953021,0.233749436
-0.910394775,0.367241738
1.353471469,-0.391436365
-0.937850637,0.442868415
0.990748599,-0.437070931
1.260213732,-0.467727077
1.973429337,0.473114104
-0.90906368,0.191328698
0.542611114,-0.328724687
0.786052361,-0.496544559
0.943638847,0.457029131
-1.42E-05,0.484586008
-0.143199577,0.920976526
-0.315124084,1.008663635
0.941122458,0.061712126
0.841188892,0.68249605
1.948561504,0.475197657
-0.154012723,1.049750132
0.493575154,-0.458521735
1.06737663,-0.533319884
0.547174583,-0.441691824
0.739268642,0.63842429
-0.78469135,0.503349636
0.638403553,0.750900487
-0.339090795,1.010203925
0.067206702,0.353432331
0.337340281,-0.267484128
-0.88545982,0.227991114
1.635377959,-0.343415167
-0.345157967,0.984404581
1.856890911,-0.124332209
1.007268442,-0.002996603
1.674178217,-0.111141918
0.097550691,1.061144372
0.023312139,0.392634668
-0.399706999,0.890572962
1.857127469,-0.09278462
1.909682445,0.205719267
0.7976046,0.637956435
1.759609084,-0.129126443
1.876158404,0.09538999
1.062856044,-0.50266282
-0.929531043,0.515582659
0.823556037,-0.474817431
1.572686145,-0.335828563
0.057844099,0.416139703
0.477438599,-0.385839983
2.046318043,0.42182933
1.044933034,-0.520920044
0.616629965,0.757091978
-0.953254406,0.056641437
1.072746391,0.190008818
0.593144133,0.801507911
1.269070391,-0.431756248
0.404032531,0.896540181
-0.325926774,0.900342
-0.132785864,0.945567447
-0.254328083,0.869502473
-0.972695209,0.064525513
0.116253365,1.021562241
-0.018076329,0.986908666
-0.993120401,0.185778252
1.923172219,0.007060519
-1.009146337,0.114606296
0.442091769,0.838150397
-0.864685838,0.443818144
1.623056833,-0.30150522
-0.15606597,0.94599768
0.774807801,0.753092531
0.579694944,-0.48456608
-0.999111302,0.032782038
1.636143755,-0.12364175
-0.170702327,0.943157351
-0.981620931,0.065275957
1.485987688,-0.404871426
-0.046762479,0.290679038
1.48299184,-0.377338359
-0.972006147,0.331448704
0.139880951,-0.021884549
0.753319114,-0.460210701
1.983600296,0.229820016
0.898141934,-0.553756748
1.690139726,-0.294458151
-0.51891518,0.763713023
-1.05200713,0.243876293
0.476989091,0.95081362
0.785633022,-0.44664494
-1.046608798,0.090864794
-0.84032501,0.305424113
0.286016045,-0.139161671
0.278390494,-0.235910334
0.919027982,0.529027394
0.310436716,-0.197747285
0.664972024,0.717831286
0.238997808,-0.217787751
-0.109911248,0.972471719
-0.843534174,0.64272873
0.885646809,0.508080032
0.780772303,-0.369316009
1.812381714,0.02590185
-0.319487176,0.923754342
0.055005948,0.218290374
1.681319973,-0.320143304
-0.983532709,0.461895994
0.026782817,0.312241488
0.157928482,0.053205304
